id,first_name,last_name,date_of_birth,ethnicity,gender,status,entry_academic_period,exclusion_type,act_composite,act_math,act_english,act_reading,ECA,sat_math,sat_verbal,sat_reading,gpa,hs_city,hs_state,hs_zip,email,entry_age,ged,english_2nd_language,first_generation
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,2,110,400,220,2.45,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,3,110,400,220,3.19,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,4,110,400,220,2.99,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,5,110,400,220,3.46,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,6,110,400,220,2.67,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,7,110,400,220,1.56,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,8,110,400,220,2.9,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,9,110,400,220,1.34,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,10,110,400,220,3.56,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,1,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,2,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,3,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,4,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,5,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,6,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,7,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,8,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,9,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,10,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,1,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,2,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,3,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,4,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,5,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,6,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,7,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,8,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,9,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,10,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,1,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,2,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,3,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,4,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,5,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,6,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,7,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,8,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,9,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,10,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,1,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,2,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,3,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,4,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,5,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,6,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,7,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
111119,Bob,Lopez,Apr-98,White,F,FTFT,Fall 2007,,15,5,5,5,8,110,400,220,3.24,Denver,Colorado,80122,blopez@example.com,18.5,FALSE,FALSE,TRUE
